,tweet_id,favorites,retweets,user_followers,user_favourites,date_time
283,837471256429613056,13130,2340,8309130,142727,2017-03-03 01:14:41+00:00
284,837110210464448512,16467,2446,8309130,142727,2017-03-02 01:20:01+00:00
285,836989968035819520,13065,2352,8309130,142727,2017-03-01 17:22:13+00:00
286,836753516572119041,19801,4781,8309130,142727,2017-03-01 01:42:39+00:00
287,836677758902222849,12945,2287,8309130,142727,2017-02-28 20:41:37+00:00
288,836648853927522308,0,566,8309131,142727,2017-02-28 18:46:45+00:00
289,836397794269200385,0,28457,8309131,142727,2017-02-28 02:09:08+00:00
290,836380477523124226,15158,3070,8309130,142727,2017-02-28 01:00:19+00:00
291,836260088725786625,21864,4427,8309130,142727,2017-02-27 17:01:56+00:00
292,836001077879255040,19608,4393,8309130,142727,2017-02-26 23:52:43+00:00
293,835685285446955009,0,8399,8309130,142727,2017-02-26 02:57:52+00:00
294,835574547218894849,18276,3729,8309130,142727,2017-02-25 19:37:50+00:00
295,835536468978302976,0,1756,8309130,142727,2017-02-25 17:06:32+00:00
296,835309094223372289,0,21718,8309131,142727,2017-02-25 02:03:02+00:00
297,835297930240217089,16913,3100,8309131,142727,2017-02-25 01:18:40+00:00
298,835264098648616962,7943,1756,8309131,142727,2017-02-24 23:04:14+00:00
299,835246439529840640,2161,73,8309131,142727,2017-02-24 21:54:03+00:00
300,835172783151792128,26878,5946,8309131,142727,2017-02-24 17:01:22+00:00
301,835152434251116546,23086,3122,8309131,142727,2017-02-24 15:40:31+00:00
302,834931633769889797,11125,1706,8309131,142727,2017-02-24 01:03:08+00:00
303,834786237630337024,21856,5656,8309131,142727,2017-02-23 15:25:23+00:00
304,834574053763584002,14064,2621,8309131,142727,2017-02-23 01:22:14+00:00
305,834477809192075265,0,11036,8309132,142727,2017-02-22 18:59:48+00:00
306,834458053273591808,9890,1737,8309132,142727,2017-02-22 17:41:18+00:00
307,834209720923721728,21209,4921,8309134,142727,2017-02-22 01:14:30+00:00
308,834167344700198914,16241,3774,8309134,142727,2017-02-21 22:26:07+00:00
309,834089966724603904,10336,2198,8309134,142727,2017-02-21 17:18:39+00:00
310,834086379323871233,13429,2281,8309134,142727,2017-02-21 17:04:24+00:00
311,833863086058651648,13794,2482,8309134,142727,2017-02-21 02:17:06+00:00
312,833826103416520705,18529,3881,8309134,142727,2017-02-20 23:50:09+00:00
313,833732339549220864,0,224,8309134,142727,2017-02-20 17:37:34+00:00
314,833722901757046785,21358,3327,8309135,142727,2017-02-20 17:00:04+00:00
315,833479644947025920,15272,2112,8309135,142727,2017-02-20 00:53:27+00:00
316,833124694597443584,20776,5013,8309135,142727,2017-02-19 01:23:00+00:00
317,832998151111966721,13687,2286,8309135,142727,2017-02-18 17:00:10+00:00
318,832769181346996225,0,39,8309135,142727,2017-02-18 01:50:19+00:00
319,832757312314028032,17328,3743,8309135,142727,2017-02-18 01:03:09+00:00
320,832682457690300417,12231,3038,8309135,142727,2017-02-17 20:05:43+00:00
321,832645525019123713,3017,543,8309135,142727,2017-02-17 17:38:57+00:00
322,832636094638288896,16311,2883,8309135,142727,2017-02-17 17:01:29+00:00
323,832397543355072512,12293,2289,8309135,142727,2017-02-17 01:13:34+00:00
324,832369877331693569,17698,3303,8309135,142727,2017-02-16 23:23:38+00:00
325,832273440279240704,11657,2415,8309135,142727,2017-02-16 17:00:25+00:00
326,832215909146226688,0,6436,8309135,142727,2017-02-16 13:11:49+00:00
327,832215726631055365,0,9710,8309135,142727,2017-02-16 13:11:05+00:00
328,832088576586297345,67,2,8309135,142727,2017-02-16 04:45:50+00:00
329,832040443403784192,0,10009,8309135,142727,2017-02-16 01:34:34+00:00
330,832032802820481025,18397,4836,8309135,142727,2017-02-16 01:04:13+00:00
331,831939777352105988,24733,6363,8309135,142727,2017-02-15 18:54:34+00:00
332,831926988323639298,352,34,8309135,142727,2017-02-15 18:03:45+00:00
333,831911600680497154,28515,6753,8309135,142727,2017-02-15 17:02:36+00:00
334,831670449226514432,10770,1881,8309135,142727,2017-02-15 01:04:21+00:00
335,831650051525054464,7397,2009,8309135,142727,2017-02-14 23:43:18+00:00
336,831552930092285952,9266,2384,8309135,142727,2017-02-14 17:17:22+00:00
337,831322785565769729,9518,1600,8309135,142727,2017-02-14 02:02:51+00:00
338,831315979191906304,6736,1161,8309135,142727,2017-02-14 01:35:49+00:00
339,831309418084069378,12115,2547,8309135,142727,2017-02-14 01:09:44+00:00
340,831262627380748289,12284,2122,8309135,142727,2017-02-13 22:03:49+00:00
341,830956169170665475,8211,1548,8309135,142727,2017-02-13 01:46:03+00:00
342,830583320585068544,69030,17435,8309135,142727,2017-02-12 01:04:29+00:00
343,830173239259324417,0,5918,8309135,142727,2017-02-10 21:54:58+00:00
344,830097400375152640,10148,3082,8309135,142727,2017-02-10 16:53:37+00:00
345,829878982036299777,0,5222,8309135,142727,2017-02-10 02:25:42+00:00
346,829861396166877184,12629,2031,8309135,142727,2017-02-10 01:15:49+00:00
347,829501995190984704,32797,11036,8309135,142727,2017-02-09 01:27:41+00:00
348,829449946868879360,10812,2105,8309135,142727,2017-02-08 22:00:52+00:00
349,829141528400556032,25257,7674,8309135,142727,2017-02-08 01:35:19+00:00
350,829011960981237760,54807,16947,8309135,142727,2017-02-07 17:00:28+00:00
351,828801551087042563,0,3543,8309134,142727,2017-02-07 03:04:22+00:00
352,828770345708580865,26399,6117,8309134,142727,2017-02-07 01:00:22+00:00
353,828708714936930305,37807,11673,8309134,142727,2017-02-06 20:55:28+00:00
354,828650029636317184,9838,1409,8309134,142727,2017-02-06 17:02:17+00:00
355,828409743546925057,6540,1206,8309134,142727,2017-02-06 01:07:28+00:00
356,828408677031882754,7933,1342,8309134,142727,2017-02-06 01:03:14+00:00
